date,Millisecond,Urms-SigmaA-Total,Irms-SigmaA-Total,P-SigmaA-Total,ch1,ch2,ch3,OT
  2023/04/06,386,407.57,0.6657,3.59E+02,0,0,0,-17.44159093
  2023/04/06,436,407.55,0.6673,3.59E+02,0,0,0,-17.91223206
  2023/04/06,486,407.55,0.6619,3.58E+02,0,0,0,-18.05889356
  2023/04/06,536,407.56,0.6674,3.60E+02,0,0,0,-18.38547014
  2023/04/06,596,407.59,0.6661,3.61E+02,0,0,0,-18.74785602
  2023/04/06,636,407.57,0.6649,3.60E+02,0,0,0,-19.07394501
  2023/04/06,686,407.56,0.667,3.60E+02,0,0,0,-19.39963055
  2023/04/06,736,407.61,0.6604,3.59E+02,0,0,0,-20.01280579
  2023/04/06,786,407.61,0.6566,3.55E+02,0,0,0,-20.48136367
  2023/04/06,836,407.62,0.6514,3.50E+02,0,0,0,-21.12919696
  2023/04/06,886,407.59,0.6453,3.46E+02,0,0,0,-3.956198352
  2023/04/06,946,407.42,1.3484,7.21E+02,0,0,0,-10.83026051
  2023/04/06,986,407.69,1.1835,5.25E+02,0,0,0,2.600723834
  2023/04/06,46,407.54,2.1749,8.48E+02,0,0,0,9.048861848
  2023/04/06,86,407.44,2.6396,1.01E+03,0,0,0,23.7422605
  2023/04/06,146,407.35,3.561,1.32E+03,0,0,0,32.10102649
  2023/04/06,186,407.34,4.0371,1.48E+03,0,0,0,24.29726621
  2023/04/06,246,407.4,3.567,1.32E+03,0,0,0,19.66308563
  2023/04/06,286,407.42,3.3196,1.23E+03,0,0,0,12.33059026
  2023/04/06,346,407.48,2.8544,1.07E+03,0,0,0,9.751885066
  2023/04/06,386,407.59,2.7618,1.03E+03,0,0,0,5.915074413
  2023/04/06,446,407.64,2.5336,9.58E+02,0,0,0,4.70826198
  2023/04/06,486,407.58,2.4665,9.39E+02,0,0,0,4.979550701
  2023/04/06,536,407.63,2.4888,9.40E+02,0,0,0,4.425042692
  2023/04/06,596,407.55,2.4803,9.45E+02,0,0,0,3.980839188
  2023/04/06,646,407.62,2.4816,9.38E+02,0,0,0,3.46704047
  2023/04/06,696,407.6,2.4902,9.45E+02,0,0,0,3.531745802
  2023/04/06,736,407.6,2.5303,9.59E+02,0,0,0,4.463053364
  2023/04/06,796,407.59,2.5985,9.72E+02,0,0,0,4.425060185
  2023/04/06,835,407.51,2.5943,9.78E+02,0,0,0,3.957862079
