date,Irms-SigmaA-Total,P-SigmaA-Total,ch1,OT
  2023/04/06,2.196,8.76E+02,9,44.64
  2023/04/06,2.2462,8.83E+02,10,47.52
  2023/04/06,2.4411,9.57E+02,9,44.64
  2023/04/06,2.2479,8.93E+02,9,46.44
  2023/04/06,2.3785,9.43E+02,10,44.64
  2023/04/06,2.2192,9.04E+02,10,45
  2023/04/06,2.2377,9.09E+02,10,46.08
  2023/04/06,2.266,9.21E+02,10,43.92
  2023/04/06,2.1091,8.61E+02,10,45.72
  2023/04/06,2.2594,9.08E+02,10,47.16
  2023/04/06,2.3864,9.60E+02,10,45.36
  2023/04/06,2.2376,9.11E+02,10,44.64
  2023/04/06,2.2124,8.99E+02,10,47.52
  2023/04/06,2.3913,9.64E+02,9,45.36
  2023/04/06,2.2632,9.12E+02,10,44.28
  2023/04/06,2.1728,8.82E+02,10,45.36
  2023/04/06,2.2371,9.06E+02,10,44.64
  2023/04/06,2.2214,8.95E+02,9,45.36
  2023/04/06,2.3649,9.34E+02,9,46.08
  2023/04/06,2.3939,9.50E+02,10,45.72
  2023/04/06,2.3279,9.33E+02,10,92.16
  2023/04/06,2.2972,9.14E+02,9,90.36
  2023/04/06,2.314,9.24E+02,10,45.36
  2023/04/06,2.2883,9.14E+02,10,45.72
  2023/04/06,2.329,9.26E+02,10,45.36
  2023/04/06,2.359,9.27E+02,11,46.8
  2023/04/06,2.4854,9.63E+02,10,43.92
  2023/04/06,2.3077,8.99E+02,10,45.36
  2023/04/06,2.3228,9.06E+02,10,46.44
  2023/04/06,2.4218,9.38E+02,10,45
  2023/04/06,2.2632,8.88E+02,10,47.52
  2023/04/06,2.4989,9.63E+02,9,45
  2023/04/06,2.3347,9.03E+02,9,45
  2023/04/06,2.2885,8.94E+02,8,43.56
  2023/04/06,2.1586,8.59E+02,23,43.2
  2023/04/06,2.1699,8.56E+02,25,45
  2023/04/06,2.3399,9.14E+02,27,45.72
  2023/04/06,2.408,9.35E+02,27,45.36
  2023/04/06,2.4147,9.35E+02,27,45
  2023/04/06,2.3352,9.12E+02,28,90.72
  2023/04/06,2.2854,8.90E+02,28,0
  2023/04/06,2.2854,8.90E+02,28,43.2
  2023/04/06,2.099,8.33E+02,27,45.36
  2023/04/06,2.2852,8.96E+02,28,45.36
  2023/04/06,2.3395,9.12E+02,28,46.08
  2023/04/06,2.4748,9.44E+02,28,45.72
  2023/04/06,2.4919,9.54E+02,20,44.28
  2023/04/06,2.3009,8.93E+02,6,44.28
  2023/04/06,2.2619,8.81E+02,3,44.28
  2023/04/06,2.324,9.02E+02,3,45.36
  2023/04/06,2.3968,9.26E+02,2,45
  2023/04/06,2.3894,9.19E+02,2,44.64
  2023/04/06,2.3237,8.97E+02,2,45
  2023/04/06,2.2857,8.87E+02,2,43.92
  2023/04/06,2.2314,8.70E+02,2,44.64
  2023/04/06,2.2843,8.86E+02,2,43.92
  2023/04/06,2.2812,8.85E+02,1,45.36
  2023/04/06,2.4527,9.35E+02,1,45.36
  2023/04/06,2.3889,9.18E+02,2,46.08
  2023/04/06,2.4275,9.36E+02,1,46.08
  2023/04/06,2.388,9.22E+02,1,43.92
  2023/04/06,2.1965,8.54E+02,1,43.2
  2023/04/06,2.151,8.43E+02,2,45
  2023/04/06,2.2874,8.90E+02,1,43.92
  2023/04/06,2.2763,8.86E+02,1,45.72
  2023/04/06,2.3836,9.20E+02,1,45.36
  2023/04/06,2.4192,9.30E+02,2,45.72
  2023/04/06,2.4526,9.37E+02,1,43.92
  2023/04/06,2.2952,8.88E+02,2,45.72
  2023/04/06,2.3351,9.08E+02,2,45
  2023/04/06,2.2092,8.65E+02,2,43.2
  2023/04/06,2.13,8.38E+02,2,45.72
  2023/04/06,2.3563,9.13E+02,2,45.72
  2023/04/06,2.3793,9.22E+02,2,45.36
  2023/04/06,2.4725,9.47E+02,1,45.36
  2023/04/06,2.4234,9.29E+02,1,44.64
  2023/04/06,2.3407,9.02E+02,2,45.36
  2023/04/06,2.3319,9.05E+02,1,44.64
  2023/04/06,2.231,8.74E+02,1,44.64
  2023/04/06,2.2371,8.79E+02,1,43.56
  2023/04/06,2.2266,8.68E+02,1,44.28
  2023/04/06,2.3139,8.86E+02,1,46.8
  2023/04/06,2.4734,9.49E+02,1,44.28
  2023/04/06,2.2546,8.77E+02,1,46.08
  2023/04/06,2.4279,9.37E+02,2,45
  2023/04/06,2.3165,9.01E+02,2,44.64
  2023/04/06,2.2683,8.85E+02,2,45.72
  2023/04/06,2.2896,8.95E+02,2,43.56
  2023/04/06,2.2094,8.61E+02,2,44.64
  2023/04/06,2.3598,9.04E+02,2,46.08
  2023/04/06,2.4533,9.44E+02,2,45.72
  2023/04/06,2.4394,9.37E+02,1,45
  2023/04/06,2.3723,9.15E+02,1,45.72
  2023/04/06,2.3679,9.16E+02,2,45
  2023/04/06,2.2667,8.79E+02,2,43.2
  2023/04/06,2.1266,8.39E+02,2,45.36
  2023/04/06,2.3156,9.01E+02,1,43.92
  2023/04/06,2.3369,9.00E+02,1,45
  2023/04/06,2.4665,9.43E+02,1,45.36
  2023/04/06,2.4147,9.25E+02,1,45.72
  2023/04/06,2.3516,9.11E+02,1,44.28
  2023/04/06,2.293,8.93E+02,1,44.64
  2023/04/06,2.3373,9.06E+02,2,45.36
  2023/04/06,2.4414,9.40E+02,2,45.36
  2023/04/06,2.424,9.26E+02,2,45
  2023/04/06,2.3335,9.06E+02,2,45
  2023/04/06,2.3196,8.96E+02,2,43.56
  2023/04/06,2.1406,8.46E+02,2,45.36
  2023/04/06,2.3368,9.15E+02,2,43.92
  2023/04/06,2.2816,8.88E+02,1,44.64
  2023/04/06,2.4216,9.29E+02,2,45.36
  2023/04/06,2.4081,9.31E+02,1,46.44
  2023/04/06,2.4447,9.41E+02,1,46.08
  2023/04/06,2.4127,9.34E+02,1,44.28
  2023/04/06,2.2363,8.70E+02,1,43.56
  2023/04/06,2.1602,8.50E+02,1,45.36
  2023/04/06,2.3061,8.99E+02,1,43.92
  2023/04/06,2.2732,8.84E+02,1,44.28
  2023/04/06,2.3504,9.08E+02,1,45.36
  2023/04/06,2.4144,9.26E+02,1,45.36
  2023/04/06,2.4476,9.44E+02,2,44.64
  2023/04/06,2.2984,8.94E+02,2,45.72
  2023/04/06,2.37,9.21E+02,2,44.64
  2023/04/06,2.2243,8.71E+02,1,43.2
  2023/04/06,2.1368,8.40E+02,2,44.28
  2023/04/06,2.27,8.86E+02,2,44.64
  2023/04/06,2.3635,9.13E+02,1,45.72
  2023/04/06,2.5261,9.62E+02,1,45
  2023/04/06,2.3858,9.15E+02,1,44.64
  2023/04/06,2.3134,8.95E+02,1,45.72
  2023/04/06,2.36,9.13E+02,1,44.28
  2023/04/06,2.1807,8.56E+02,1,43.56
  2023/04/06,2.173,8.53E+02,1,45.36
  2023/04/06,2.2963,8.94E+02,1,43.92
  2023/04/06,2.2844,8.90E+02,1,46.08
  2023/04/06,2.4097,9.32E+02,1,45.72
  2023/04/06,2.4221,9.37E+02,1,45.72
  2023/04/06,2.4161,9.32E+02,2,43.56
  2023/04/06,2.2211,8.65E+02,2,45.36
  2023/04/06,2.2943,8.94E+02,2,44.64
  2023/04/06,2.1934,8.61E+02,2,42.12
  2023/04/06,2.1618,8.42E+02,2,45.72
  2023/04/06,2.3711,9.19E+02,2,46.08
  2023/04/06,2.3897,9.30E+02,1,44.28
  2023/04/06,2.3032,8.97E+02,1,45.72
  2023/04/06,2.3834,9.22E+02,1,45.36
  2023/04/06,2.3573,9.18E+02,1,45.72
  2023/04/06,2.2802,8.88E+02,1,42.84
  2023/04/06,2.1195,8.38E+02,1,45
  2023/04/06,2.3148,9.04E+02,1,43.56
  2023/04/06,2.2308,8.77E+02,1,45
  2023/04/06,2.4198,9.32E+02,1,46.08
  2023/04/06,2.3924,9.28E+02,1,45.36
  2023/04/06,2.3766,9.26E+02,1,46.44
  2023/04/06,2.411,9.28E+02,2,43.56
  2023/04/06,2.1716,8.46E+02,2,43.56
  2023/04/06,2.1488,8.46E+02,2,45.36
  2023/04/06,2.3238,9.08E+02,2,43.92
  2023/04/06,2.2836,8.92E+02,1,45
  2023/04/06,2.36,9.13E+02,1,45.36
  2023/04/06,2.4111,9.33E+02,1,45.72
  2023/04/06,2.4293,9.41E+02,1,44.28
  2023/04/06,2.2821,8.89E+02,1,45.72
  2023/04/06,2.318,9.07E+02,1,45
  2023/04/06,2.249,8.84E+02,1,43.2
  2023/04/06,2.1331,8.43E+02,1,44.64
  2023/04/06,2.2785,8.96E+02,1,44.64
  2023/04/06,2.3893,9.26E+02,1,45.72
  2023/04/06,2.4397,9.53E+02,1,44.64
  2023/04/06,2.2981,9.10E+02,1,44.64
  2023/04/06,2.2539,9.00E+02,1,44.64
  2023/04/06,2.2531,9.05E+02,1,45
  2023/04/06,2.2807,9.14E+02,1,45.36
  2023/04/06,2.3377,9.32E+02,1,45.36
  2023/04/06,2.2922,9.14E+02,2,46.08
  2023/04/06,2.3031,9.20E+02,1,43.56
  2023/04/06,2.0988,8.51E+02,1,42.84
  2023/04/06,2.0478,8.36E+02,1,44.28
  2023/04/06,2.2265,8.99E+02,1,43.92
  2023/04/06,2.2996,9.15E+02,0,45.72
  2023/04/06,2.4376,9.60E+02,1,44.28
  2023/04/06,2.2625,9.02E+02,0,45
  2023/04/06,2.2668,9.11E+02,1,46.44
  2023/04/06,2.3153,9.27E+02,0,43.92
  2023/04/06,2.1208,8.58E+02,0,43.56
  2023/04/06,2.0758,8.51E+02,0,44.64
  2023/04/06,2.1881,8.87E+02,0,43.92
  2023/04/06,2.2211,8.93E+02,0,45.36
  2023/04/06,2.3448,9.37E+02,1,45.36
  2023/04/06,2.3481,9.39E+02,1,45.72
  2023/04/06,2.3292,9.32E+02,1,43.56
  2023/04/06,2.1672,8.77E+02,1,45.36
  2023/04/06,2.2459,9.14E+02,0,45
  2023/04/06,2.1782,8.89E+02,1,42.84
  2023/04/06,2.0887,8.51E+02,0,44.28
  2023/04/06,2.2065,8.91E+02,0,44.64
  2023/04/06,2.2843,9.21E+02,0,46.08
  2023/04/06,2.4065,9.59E+02,0,44.64
  2023/04/06,2.228,8.91E+02,0,44.28
  2023/04/06,2.2012,8.80E+02,0,45.36
  2023/04/06,2.2581,9.01E+02,0,43.56
  2023/04/06,2.1289,8.55E+02,0,44.64
  2023/04/06,2.164,8.72E+02,0,44.64
  2023/04/06,2.1818,8.74E+02,0,45
  2023/04/06,2.1833,8.74E+02,0,45.72
  2023/04/06,2.2867,9.13E+02,0,46.44
  2023/04/06,2.278,9.11E+02,1,47.16
  2023/04/06,2.3618,9.33E+02,1,43.2
  2023/04/06,2.1494,8.56E+02,1,45
  2023/04/06,2.1974,8.81E+02,1,46.08
  2023/04/06,2.2694,9.06E+02,1,46.08
  2023/04/06,2.3002,9.17E+02,1,46.08
  2023/04/06,2.2859,9.11E+02,1,44.28
  2023/04/06,2.1774,8.71E+02,1,44.28
  2023/04/06,2.143,8.64E+02,1,45.36
  2023/04/06,2.2222,8.91E+02,2,45
  2023/04/06,2.2042,8.84E+02,2,47.16
  2023/04/06,2.3241,9.27E+02,2,46.08
  2023/04/06,2.2615,9.08E+02,2,45.72
  2023/04/06,2.2654,9.03E+02,2,44.64
  2023/04/06,2.18,8.74E+02,3,45.36
  2023/04/06,2.2267,8.92E+02,5,45.36
  2023/04/06,2.1932,8.83E+02,6,43.2
  2023/04/06,2.097,8.45E+02,6,44.28
  2023/04/06,2.1722,8.68E+02,6,44.64
  2023/04/06,2.2089,8.87E+02,5,45
  2023/04/06,2.2475,8.98E+02,4,43.92
  2023/04/06,2.1581,8.66E+02,4,44.64
  2023/04/06,2.1896,8.79E+02,5,42.48
  2023/04/06,2.0644,8.34E+02,5,42.12
  2023/04/06,2.0306,8.24E+02,5,43.56
  2023/04/06,2.1271,8.55E+02,5,42.84
  2023/04/06,2.1293,8.49E+02,5,44.28
  2023/04/06,2.1749,8.73E+02,4,43.56
  2023/04/06,2.1295,8.59E+02,3,44.64
  2023/04/06,2.216,8.82E+02,3,43.56
  2023/04/06,2.1708,8.58E+02,2,39.96
  2023/04/06,1.9491,7.86E+02,1,43.92
  2023/04/06,2.1997,8.79E+02,1,42.48
  2023/04/06,2.1344,8.53E+02,0,42.12
  2023/04/06,2.1375,8.49E+02,0,43.92
  2023/04/06,2.2132,8.81E+02,0,43.2
  2023/04/06,2.1873,8.72E+02,0,43.2
  2023/04/06,2.1782,8.67E+02,0,43.56
  2023/04/06,2.2001,8.74E+02,0,43.2
  2023/04/06,2.1981,8.69E+02,0,39.96
  2023/04/06,1.9765,8.00E+02,0,43.92
  2023/04/06,2.2198,8.83E+02,0,43.2
  2023/04/06,2.1798,8.71E+02,0,41.4
  2023/04/06,2.0832,8.39E+02,0,43.2
  2023/04/06,2.2056,8.77E+02,0,42.48
  2023/04/06,2.1333,8.49E+02,0,43.2
  2023/04/06,2.2033,8.72E+02,0,43.56
  2023/04/06,2.2307,8.76E+02,0,41.04
  2023/04/06,2.0658,8.23E+02,0,42.84
  2023/04/06,2.1959,8.65E+02,0,41.76
  2023/04/06,2.1224,8.35E+02,0,43.2
  2023/04/06,2.2182,8.74E+02,0,42.84
  2023/04/06,2.1945,8.65E+02,0,43.56
  2023/04/06,2.3084,8.97E+02,0,41.4
  2023/04/06,2.129,8.50E+02,0,44.64
  2023/04/06,2.2214,8.95E+02,0,44.28
  2023/04/06,2.2065,8.90E+02,0,86.04
  2023/04/06,2.0365,8.28E+02,0,44.64
  2023/04/06,2.201,8.89E+02,0,44.28
  2023/04/06,2.2232,8.93E+02,0,44.64
  2023/04/06,2.2778,9.12E+02,0,43.92
  2023/04/06,2.2273,8.96E+02,0,44.28
  2023/04/06,2.2682,9.07E+02,0,42.84
  2023/04/06,2.0907,8.47E+02,0,44.28
  2023/04/06,2.1556,8.72E+02,0,42.84
  2023/04/06,2.0371,8.35E+02,0,43.56
  2023/04/06,2.1196,8.62E+02,0,44.28
  2023/04/06,2.2188,8.89E+02,0,44.64
  2023/04/06,2.2513,9.04E+02,0,45.36
  2023/04/06,2.3343,9.30E+02,0,41.76
  2023/04/06,2.1223,8.47E+02,0,44.64
  2023/04/06,2.2818,9.00E+02,0,42.12
  2023/04/06,2.0513,8.24E+02,0,43.2
  2023/04/06,2.0954,8.42E+02,0,42.84
  2023/04/06,2.087,8.39E+02,0,44.64
  2023/04/06,2.2856,9.04E+02,0,43.92
  2023/04/06,2.204,8.79E+02,0,44.64
  2023/04/06,2.2846,9.01E+02,0,42.84
  2023/04/06,2.1837,8.66E+02,0,45
  2023/04/06,2.3159,9.12E+02,0,40.68
  2023/04/06,1.9358,7.91E+02,0,44.64
  2023/04/06,2.2178,8.87E+02,0,42.84
  2023/04/06,2.1082,8.48E+02,0,44.28
  2023/04/06,2.238,8.83E+02,0,43.56
  2023/04/06,2.2457,8.90E+02,0,44.28
  2023/04/06,2.3125,9.12E+02,0,43.2
  2023/04/06,2.2164,8.78E+02,0,45
  2023/04/06,2.3073,9.11E+02,0,39.96
  2023/04/06,1.8837,7.76E+02,0,45.36
  2023/04/06,2.2911,9.12E+02,0,42.48
  2023/04/06,2.1026,8.47E+02,0,43.2
  2023/04/06,2.1914,8.68E+02,0,60.12
  2023/04/06,3.3849,1.27E+03,0,83.88
  2023/04/06,4.7005,1.75E+03,0,82.8
  2023/04/06,4.5791,1.70E+03,0,82.8
  2023/04/06,4.5402,1.69E+03,0,84.6
  2023/04/06,4.6226,1.72E+03,0,83.88
  2023/04/06,4.6957,1.75E+03,0,82.8
  2023/04/06,4.6145,1.71E+03,0,84.96
  2023/04/06,4.7127,1.75E+03,-1,84.96
  2023/04/06,4.7013,1.75E+03,0,85.32
  2023/04/06,4.6631,1.74E+03,0,85.68
  2023/04/06,4.7296,1.76E+03,0,85.68
  2023/04/06,4.7123,1.75E+03,0,87.12
  2023/04/06,4.8233,1.80E+03,0,87.48
  2023/04/06,4.8417,1.80E+03,0,86.04
  2023/04/06,4.7743,1.77E+03,0,81.72
  2023/04/06,4.4985,1.66E+03,0,58.32
  2023/04/06,3.0519,1.14E+03,0,49.68
  2023/04/06,2.5849,9.86E+02,0,52.92
  2023/04/06,2.8289,1.07E+03,0,50.76
  2023/04/06,2.7216,1.03E+03,0,49.32
  2023/04/06,2.5995,9.90E+02,0,47.88
  2023/04/06,2.5202,9.63E+02,0,47.16
  2023/04/06,2.4283,9.41E+02,-1,45.36
  2023/04/06,2.2578,8.84E+02,0,48.6
  2023/04/06,2.527,9.76E+02,0,43.56
  2023/04/06,2.1489,8.51E+02,0,46.44
  2023/04/06,2.3986,9.34E+02,0,46.44
  2023/04/06,2.4295,9.43E+02,0,45.36
  2023/04/06,2.3741,9.25E+02,0,48.96
  2023/04/06,2.633,1.01E+03,10,48.24
  2023/04/06,2.5979,9.98E+02,16,49.32
  2023/04/06,2.6433,1.01E+03,18,49.68
  2023/04/06,2.6227,1.01E+03,20,50.4
  2023/04/06,2.6586,1.02E+03,21,51.48
  2023/04/06,2.7003,1.03E+03,20,48.96
  2023/04/06,2.5539,9.85E+02,21,51.48
  2023/04/06,2.7043,1.04E+03,20,50.4
  2023/04/06,2.645,1.01E+03,20,50.76
  2023/04/06,2.6443,1.02E+03,21,52.2
  2023/04/06,2.7716,1.06E+03,20,53.64
  2023/04/06,2.8541,1.09E+03,20,50.04
  2023/04/06,2.5458,9.78E+02,20,54
  2023/04/06,2.8543,1.09E+03,19,53.64
  2023/04/06,2.8578,1.09E+03,19,52.92
  2023/04/06,2.7756,1.06E+03,20,50.76
  2023/04/06,2.6574,1.02E+03,19,53.64
  2023/04/06,2.8212,1.07E+03,19,52.92
  2023/04/06,2.7957,1.07E+03,19,52.2
  2023/04/06,2.7383,1.05E+03,19,51.84
  2023/04/06,2.7308,1.04E+03,19,51.12
  2023/04/06,2.7014,1.03E+03,19,52.56
  2023/04/06,2.7948,1.06E+03,19,51.84
  2023/04/06,2.756,1.05E+03,20,52.2
  2023/04/06,2.7671,1.06E+03,19,53.28
  2023/04/06,2.8176,1.08E+03,19,52.2
  2023/04/06,2.7572,1.05E+03,19,51.12
  2023/04/06,2.656,1.02E+03,18,50.4
  2023/04/06,2.5858,9.91E+02,19,52.2
  2023/04/06,2.7499,1.05E+03,18,49.68
  2023/04/06,2.5918,9.94E+02,19,50.76
  2023/04/06,2.6739,1.03E+03,20,50.4
  2023/04/06,2.676,1.03E+03,18,50.76
  2023/04/06,2.6597,1.02E+03,19,51.12
  2023/04/06,2.7503,1.04E+03,19,50.4
  2023/04/06,2.7521,1.05E+03,19,52.92
  2023/04/06,2.7969,1.07E+03,19,51.84
  2023/04/06,2.714,1.04E+03,19,52.56
  2023/04/06,2.7913,1.07E+03,19,51.12
  2023/04/06,2.6927,1.03E+03,20,49.32
  2023/04/06,2.5832,9.91E+02,18,51.12
  2023/04/06,2.6997,1.04E+03,19,51.12
  2023/04/06,2.7011,1.03E+03,19,50.04
  2023/04/06,2.6168,1.00E+03,18,50.4
  2023/04/06,2.666,1.02E+03,19,50.76
  2023/04/06,2.6606,1.02E+03,18,51.12
  2023/04/06,2.7424,1.04E+03,18,50.04
  2023/04/06,2.7399,1.05E+03,19,52.92
  2023/04/06,2.8099,1.07E+03,18,51.84
  2023/04/06,2.7279,1.04E+03,19,50.76
  2023/04/06,2.6842,1.03E+03,19,51.84
  2023/04/06,2.7562,1.05E+03,18,49.32
  2023/04/06,2.5884,9.91E+02,19,51.12
  2023/04/06,2.7239,1.04E+03,18,50.04
  2023/04/06,2.6384,1.02E+03,18,51.12
  2023/04/06,2.7225,1.04E+03,18,50.76
  2023/04/06,2.7006,1.03E+03,18,48.6
  2023/04/06,2.5575,9.80E+02,19,49.32
  2023/04/06,2.612,9.99E+02,19,50.4
  2023/04/06,2.6243,1.01E+03,18,49.68
  2023/04/06,2.6205,1.00E+03,18,50.04
  2023/04/06,2.677,1.01E+03,18,48.96
  2023/04/06,2.6566,1.02E+03,18,50.76
  2023/04/06,2.6531,1.02E+03,19,49.68
  2023/04/06,2.5849,9.95E+02,18,49.32
  2023/04/06,2.5713,9.92E+02,18,49.68
  2023/04/06,2.5783,9.92E+02,18,50.04
  2023/04/06,2.6005,1.00E+03,18,50.76
  2023/04/06,2.662,1.02E+03,19,49.68
  2023/04/06,2.6053,1.01E+03,18,50.4
  2023/04/06,2.7016,1.03E+03,18,50.4
  2023/04/06,2.665,1.02E+03,18,45.36
  2023/04/06,2.2993,8.99E+02,18,51.84
  2023/04/06,2.7329,1.05E+03,18,48.96
  2023/04/06,2.5638,9.92E+02,18,48.96
  2023/04/06,2.5565,9.86E+02,18,49.32
  2023/04/06,2.5495,9.89E+02,19,49.32
  2023/04/06,2.5415,9.84E+02,18,49.68
  2023/04/06,2.5905,9.99E+02,19,49.68
  2023/04/06,2.5627,9.88E+02,19,50.4
  2023/04/06,2.6402,1.02E+03,18,48.96
  2023/04/06,2.5837,9.99E+02,19,50.4
  2023/04/06,2.6567,1.02E+03,18,50.04
  2023/04/06,2.6678,1.02E+03,18,45.36
  2023/04/06,2.2935,8.95E+02,18,51.48
  2023/04/06,2.7127,1.04E+03,19,49.68
  2023/04/06,2.6225,1.01E+03,18,50.04
  2023/04/06,2.6367,1.01E+03,18,47.88
  2023/04/06,2.524,9.76E+02,18,50.76
  2023/04/06,2.6754,1.03E+03,18,47.52
  2023/04/06,2.4987,9.70E+02,18,49.68
  2023/04/06,2.603,1.01E+03,18,49.32
  2023/04/06,2.5713,1.00E+03,19,48.6
  2023/04/06,2.5074,9.73E+02,18,48.6
  2023/04/06,2.4577,9.44E+02,18,49.68
  2023/04/06,2.6593,1.03E+03,19,50.04
  2023/04/06,2.5882,1.00E+03,18,48.96
  2023/04/06,2.5077,9.80E+02,18,49.32
  2023/04/06,2.5359,9.88E+02,18,49.32
  2023/04/06,2.5221,9.83E+02,17,48.96
  2023/04/06,2.5177,9.82E+02,18,49.68
  2023/04/06,2.5599,9.97E+02,18,49.68
  2023/04/06,2.567,1.00E+03,17,49.32
  2023/04/06,2.5206,9.76E+02,18,49.68
  2023/04/06,2.6035,1.01E+03,18,49.32
  2023/04/06,2.5748,1.00E+03,18,50.04
  2023/04/06,2.6624,1.03E+03,18,51.12
  2023/04/06,2.7367,1.04E+03,18,44.28
  2023/04/06,2.2766,8.87E+02,18,51.48
  2023/04/06,2.7022,1.04E+03,18,48.6
  2023/04/06,2.563,9.96E+02,17,48.96
  2023/04/06,2.5524,9.93E+02,18,48.6
  2023/04/06,2.4816,9.63E+02,17,48.96
  2023/04/06,2.4951,9.69E+02,17,49.32
  2023/04/06,2.5431,9.88E+02,18,48.6
  2023/04/06,2.4625,9.58E+02,17,50.04
  2023/04/06,2.6076,1.01E+03,18,49.32
  2023/04/06,2.5886,1.00E+03,18,50.4
  2023/04/06,2.6601,1.03E+03,18,50.4
  2023/04/06,2.6966,1.04E+03,18,44.64
  2023/04/06,2.2955,8.96E+02,18,50.4
  2023/04/06,2.6551,1.02E+03,17,50.04
  2023/04/06,2.6359,1.02E+03,18,48.6
  2023/04/06,2.6155,1.01E+03,18,47.88
  2023/04/06,2.5539,9.90E+02,18,49.32
  2023/04/06,2.5958,1.01E+03,18,49.68
  2023/04/06,2.6254,1.02E+03,17,48.6
  2023/04/06,2.5863,1.00E+03,18,50.04
  2023/04/06,2.6759,1.03E+03,18,47.16
  2023/04/06,2.5146,9.71E+02,18,48.24
  2023/04/06,2.5688,9.96E+02,18,50.04
  2023/04/06,2.6013,1.01E+03,18,47.88
  2023/04/06,2.5179,9.79E+02,17,49.32
  2023/04/06,2.5279,9.85E+02,18,50.76
  2023/04/06,2.6826,1.03E+03,17,48.6
  2023/04/06,2.6049,1.01E+03,18,47.52
  2023/04/06,2.5149,9.75E+02,18,49.32
  2023/04/06,2.6223,1.02E+03,18,49.32
  2023/04/06,2.5858,1.01E+03,18,48.24
  2023/04/06,2.5343,9.83E+02,18,49.32
  2023/04/06,2.6187,1.01E+03,18,47.88
  2023/04/06,2.5369,9.86E+02,18,48.96
  2023/04/06,2.5448,9.88E+02,17,49.68
  2023/04/06,2.6058,1.01E+03,17,48.6
  2023/04/06,2.5807,9.96E+02,18,48.24
  2023/04/06,2.5449,9.89E+02,17,48.24
  2023/04/06,2.4575,9.64E+02,18,49.32
  2023/04/06,2.5555,9.95E+02,18,48.96
  2023/04/06,2.4911,9.71E+02,17,48.96
  2023/04/06,2.4773,9.64E+02,18,48.6
  2023/04/06,2.5012,9.74E+02,18,48.6
  2023/04/06,2.4916,9.72E+02,17,97.92
  2023/04/06,2.5287,9.89E+02,18,48.96
  2023/04/06,2.5305,9.85E+02,17,49.32
  2023/04/06,2.5911,1.00E+03,17,48.6
  2023/04/06,2.6044,1.01E+03,18,48.24
  2023/04/06,2.5428,9.85E+02,17,50.04
  2023/04/06,2.6484,1.03E+03,13,48.24
  2023/04/06,2.5093,9.72E+02,19,42.84
  2023/04/06,2.1915,8.74E+02,32,49.68
  2023/04/06,2.5653,1.00E+03,38,47.16
  2023/04/06,2.4728,9.73E+02,39,48.96
  2023/04/06,2.5077,9.80E+02,40,46.08
  2023/04/06,2.4263,9.54E+02,42,48.24
  2023/04/06,2.4705,9.67E+02,41,48.24
  2023/04/06,2.484,9.75E+02,42,49.68
  2023/04/06,2.5461,9.94E+02,43,49.32
  2023/04/06,2.5296,9.90E+02,41,49.32
  2023/04/06,2.5427,9.91E+02,34,48.6
  2023/04/06,2.5315,9.80E+02,9,46.8
  2023/04/06,2.4718,9.61E+02,2,47.52
  2023/04/06,2.5411,9.86E+02,0,48.6
  2023/04/06,2.6111,1.01E+03,0,48.24
  2023/04/06,2.5609,9.94E+02,0,48.96
  2023/04/06,2.5592,9.88E+02,0,47.16
  2023/04/06,2.4249,9.46E+02,-1,48.24
  2023/04/06,2.4838,9.66E+02,0,48.24
  2023/04/06,2.5654,1.00E+03,0,49.32
  2023/04/06,2.568,9.92E+02,-1,47.52
  2023/04/06,2.4447,9.48E+02,-1,47.88
  2023/04/06,2.4819,9.66E+02,-2,49.68
  2023/04/06,2.5881,9.98E+02,-2,45.72
  2023/04/06,2.3425,9.17E+02,-2,49.32
  2023/04/06,2.5411,9.88E+02,-1,48.24
  2023/04/06,2.5285,9.79E+02,-1,48.24
  2023/04/06,2.4463,9.49E+02,-2,48.24
  2023/04/06,2.4897,9.60E+02,-1,48.96
  2023/04/06,2.5028,9.62E+02,-1,46.08
  2023/04/06,2.3399,9.09E+02,-1,49.32
  2023/04/06,2.5483,9.86E+02,-1,49.68
  2023/04/06,2.5808,9.97E+02,-1,44.28
  2023/04/06,2.2579,8.87E+02,-1,50.04
  2023/04/06,2.5845,9.89E+02,-1,48.96
  2023/04/06,2.5418,9.83E+02,-1,45
  2023/04/06,2.2671,8.85E+02,-1,49.68
  2023/04/06,2.5257,9.73E+02,-1,47.88
  2023/04/06,2.4431,9.46E+02,-2,47.88
  2023/04/06,2.4357,9.45E+02,-1,48.96
  2023/04/06,2.4986,9.65E+02,-1,47.88
  2023/04/06,2.4698,9.49E+02,-1,46.08
  2023/04/06,2.3541,9.12E+02,-1,48.96
  2023/04/06,2.5132,9.68E+02,0,49.68
  2023/04/06,2.5695,9.84E+02,-1,44.64
  2023/04/06,2.2633,8.82E+02,-1,49.32
  2023/04/06,2.5238,9.72E+02,-1,48.24
  2023/04/06,2.4651,9.53E+02,-1,48.24
  2023/04/06,2.4788,9.54E+02,-2,47.52
  2023/04/06,2.4247,9.35E+02,-2,48.24
  2023/04/06,2.4937,9.61E+02,-1,47.52
  2023/04/06,2.4159,9.43E+02,-1,48.6
  2023/04/06,2.5156,9.68E+02,-1,47.52
  2023/04/06,2.4259,9.37E+02,-1,46.8
  2023/04/06,2.3978,9.26E+02,-1,97.92
